consumer,metric,recorded_prey_species,prey_with_trait,prey_trait_coverage,included_in_analysis
Labeo victorianus,ctmax,2,0,0.0,false
Labeobarbus aeneus,ctmax,9,0,0.0,false
Laides longibarbis,ctmax,1,0,0.0,false
Lepidocephalichthys hasselti,ctmax,2,0,0.0,false
Leptojulis cyanopleura,ctmax,2,0,0.0,false
Luciobarbus albanicus,ctmax,3,0,0.0,false
Luciobarbus bocagei,ctmax,3,0,0.0,false
Luciobarbus brachycephalus,ctmax,4,0,0.0,false
Macrochirichthys macrochirus,ctmax,1,0,0.0,false
Maylandia lombardoi,ctmax,4,0,0.0,false
Naso brachycentron,ctmax,2,0,0.0,false
Naso mcdadei,ctmax,4,0,0.0,false
Naso minor,ctmax,4,0,0.0,false
Neolamprologus brevis,ctmax,2,0,0.0,false
Neolamprologus brichardi,ctmax,2,0,0.0,false
Neolamprologus multifasciatus,ctmax,2,0,0.0,false
Neopomacentrus taeniurus,ctmax,2,0,0.0,false
Odontesthes bonariensis,ctmax,3,0,0.0,false
Ophthalmotilapia boops,ctmax,2,0,0.0,false
Oreochromis malagarasi,ctmax,2,0,0.0,false
Oryzias mekongensis,ctmax,1,0,0.0,false
Paracanthurus hepatus,ctmax,1,0,0.0,false
Parachela maculicauda,ctmax,1,0,0.0,false
Parachela oxygastroides,ctmax,1,0,0.0,false
Paracyprichromis brieni,ctmax,1,0,0.0,false
Paracyprichromis nigripinnis,ctmax,1,0,0.0,false
Paralaubuca typus,ctmax,1,0,0.0,false
Prionurus laticlavius,ctmax,2,0,0.0,false
Prionurus microlepidotus,ctmax,2,0,0.0,false
Prochilodus lineatus,ctmax,1,0,0.0,false
Pseudocoris heteroptera,ctmax,2,0,0.0,false
Pseudocoris yamashiroi,ctmax,2,0,0.0,false
Pseudosphromenus cupanus,ctmax,3,0,0.0,false
Rasbora caudimaculata,ctmax,1,0,0.0,false
Rasbosoma spilocerca,ctmax,1,0,0.0,false
Rastrelliger brachysoma,ctmax,1,0,0.0,false
Rastrelliger faughni,ctmax,1,0,0.0,false
Scomber colias,ctmax,3,0,0.0,false
Spathodus erythrodon,ctmax,1,0,0.0,false
Tanichthys albonubes,ctmax,1,0,0.0,false
Telestes beoticus,ctmax,3,0,0.0,false
Trichopsis pumila,ctmax,1,0,0.0,false
Trigonopoma pauciperforatum,ctmax,1,0,0.0,false
Umbra krameri,ctmax,4,0,0.0,false
Akrokolioplax bicornis,ctmax,3,0,0.0,false
Alestes macrophthalmus,ctmax,2,0,0.0,false
Amatolacypris trevelyani,ctmax,2,0,0.0,false
Apolemichthys trimaculatus,ctmax,4,0,0.0,false
Apolemichthys xanthurus,ctmax,4,0,0.0,false
Aulopyge huegelii,ctmax,1,0,0.0,false
Balitora annamitica,ctmax,1,0,0.0,false
Ballerus sapa,ctmax,2,0,0.0,false
Bangana behri,ctmax,2,0,0.0,false
Barbus meridionalis,ctmax,1,0,0.0,false
Bidyanus bidyanus,ctmax,2,0,0.0,false
Carpiodes cyprinus,ctmax,3,0,0.0,false
Catostomus platyrhynchus,ctmax,1,0,0.0,false
Centropyge aurantonotus,ctmax,1,0,0.0,false
Centropyge eibli,ctmax,3,0,0.0,false
Centropyge ferrugata,ctmax,4,0,0.0,false
Centropyge fisheri,ctmax,4,0,0.0,false
Centropyge flavissima,ctmax,4,0,0.0,false
Centropyge loriculus,ctmax,4,0,0.0,false
Centropyge multispinis,ctmax,4,0,0.0,false
Centropyge nox,ctmax,4,0,0.0,false
Centropyge venusta,ctmax,3,0,0.0,false
Centropyge vrolikii,ctmax,4,0,0.0,false
Cetoscarus bicolor,ctmax,1,0,0.0,false
Chaetodon octofasciatus,ctmax,2,0,0.0,false
Chaetodontoplus caeruleopunctatus,ctmax,4,0,0.0,false
Chaetodontoplus duboulayi,ctmax,4,0,0.0,false
Chaetodontoplus melanosoma,ctmax,4,0,0.0,false
Chaetodontoplus mesoleucus,ctmax,4,0,0.0,false
Chelaethiops bibie,ctmax,4,0,0.0,false
Chilochromis duponti,ctmax,2,0,0.0,false
Chiloglanis asymetricaudalis,ctmax,3,0,0.0,false
Chlorurus bleekeri,ctmax,1,0,0.0,false
Chlorurus oedema,ctmax,2,0,0.0,false
Chondrostoma nasus,ctmax,3,1,0.333333333333333,true
Chondrostoma prespense,ctmax,3,0,0.0,false
Cirrhinus microlepis,ctmax,2,0,0.0,false
Clarias gabonensis,ctmax,1,0,0.0,false
Cryptotomus roseus,ctmax,1,0,0.0,false
Ctenochaetus strigosus,ctmax,1,0,0.0,false
Cyprinodon nevadensis,ctmax,1,0,0.0,false
Dionda episcopa,ctmax,3,0,0.0,false
Distichodus fasciolatus,ctmax,2,0,0.0,false
Ecsenius bicolor,ctmax,2,0,0.0,false
Enteromius anoplus,ctmax,2,0,0.0,false
Enteromius mattozi,ctmax,6,0,0.0,false
Etia nguti,ctmax,2,0,0.0,false
Garra cambodgiensis,ctmax,1,0,0.0,false
Garra fasciacauda,ctmax,1,0,0.0,false
Garra fuliginosa,ctmax,1,0,0.0,false
Garra gotyla,ctmax,1,0,0.0,false
Garra rufa,ctmax,2,0,0.0,false
Gobiocichla wonderi,ctmax,1,0,0.0,false
Gymnocharacinus bergii,ctmax,2,0,0.0,false
Henicorhynchus lobatus,ctmax,2,0,0.0,false
Henicorhynchus siamensis,ctmax,2,0,0.0,false
Hybognathus argyritis,ctmax,2,0,0.0,false
Hybognathus regius,ctmax,2,0,0.0,false
Julidochromis marlieri,ctmax,3,0,0.0,false
Labeo dussumieri,ctmax,3,0,0.0,false
Labeo gonius,ctmax,2,0,0.0,false
Labeo pierrei,ctmax,1,0,0.0,false
Labeobarbus gorguari,ctmax,1,0,0.0,false
Labeobarbus marequensis,ctmax,8,0,0.0,false
Lobocheilos melanotaenia,ctmax,2,0,0.0,false
Luciobarbus steindachneri,ctmax,3,0,0.0,false
Mastacembelus erythrotaenia,ctmax,1,0,0.0,false
Maylandia estherae,ctmax,2,0,0.0,false
Mystacoleucus chilopterus,ctmax,1,0,0.0,false
Naso tonganus,ctmax,2,0,0.0,false
Neolissochilus stracheyi,ctmax,1,0,0.0,false
Nicholsina denticulata,ctmax,1,0,0.0,false
Notropis rubellus,ctmax,3,0,0.0,false
Notropis stramineus,ctmax,4,0,0.0,false
Ophthalmotilapia ventralis,ctmax,1,0,0.0,false
Osteochilus lini,ctmax,1,0,0.0,false
Osteochilus microcephalus,ctmax,1,0,0.0,false
Osteochilus waandersii,ctmax,1,0,0.0,false
Pangasianodon gigas,ctmax,1,0,0.0,false
Parabramis pekinensis,ctmax,1,0,0.0,false
Petrochromis famula,ctmax,1,0,0.0,false
Petrochromis orthognathus,ctmax,1,0,0.0,false
Plagopterus argentissimus,ctmax,3,0,0.0,false
Poecilia caucana,ctmax,3,0,0.0,false
Pomacanthus maculosus,ctmax,4,0,0.0,false
Pomacanthus navarchus,ctmax,4,0,0.0,false
Pomacanthus sexstriatus,ctmax,4,0,0.0,false
Pomacanthus xanthometopon,ctmax,4,0,0.0,false
Prionurus maculatus,ctmax,2,0,0.0,false
Prionurus scalprum,ctmax,2,0,0.0,false
Pseudobarbus asper,ctmax,3,0,0.0,false
Pseudolais pleurotaenia,ctmax,4,0,0.0,false
Pseudosimochromis curvifrons,ctmax,2,0,0.0,false
Puntioplites bulu,ctmax,3,0,0.0,false
Puntioplites waandersi,ctmax,1,0,0.0,false
Puntius vittatus,ctmax,3,0,0.0,false
Pygoplites diacanthus,ctmax,4,0,0.0,false
Rasbora aurotaenia,ctmax,1,0,0.0,false
Rhinichthys falcatus,ctmax,3,0,0.0,false
Sarotherodon steinbachi,ctmax,1,0,0.0,false
Scaphognathops bandanensis,ctmax,2,0,0.0,false
Scardinius acarnanicus,ctmax,2,0,0.0,false
Scardinius graecus,ctmax,1,0,0.0,false
Scarus chameleon,ctmax,1,0,0.0,false
Scarus festivus,ctmax,2,0,0.0,false
Scarus flavipectoralis,ctmax,1,0,0.0,false
Scarus forsteni,ctmax,1,0,0.0,false
Scarus frenatus,ctmax,1,0,0.0,false
Scarus globiceps,ctmax,1,0,0.0,false
Scarus niger,ctmax,1,0,0.0,false
Scarus quoyi,ctmax,2,0,0.0,false
Scarus rubroviolaceus,ctmax,1,0,0.0,false
Scarus tricolor,ctmax,2,0,0.0,false
Schistura nicholsi,ctmax,1,0,0.0,false
Schizothorax richardsonii,ctmax,4,0,0.0,false
Sicyopterus lagocephalus,ctmax,5,0,0.0,false
Siganus javus,ctmax,3,0,0.0,false
Siganus vermiculatus,ctmax,2,0,0.0,false
Simochromis diagramma,ctmax,1,0,0.0,false
Sparisoma atomarium,ctmax,1,0,0.0,false
Sparisoma tuiupiranga,ctmax,1,0,0.0,false
Spinibarbus sinensis,ctmax,4,0,0.0,false
Stegastes acapulcoensis,ctmax,2,0,0.0,false
Synodontis contractus,ctmax,1,0,0.0,false
Telmatochromis bifrenatus,ctmax,1,0,0.0,false
Thoburnia rhothoeca,ctmax,2,0,0.0,false
Tilapia guinasana,ctmax,3,0,0.0,false
Tilapia ruweti,ctmax,4,0,0.0,false
Tor tambroides,ctmax,3,0,0.0,false
Tristramella simonis,ctmax,1,0,0.0,false
Xenotilapia leptura,ctmax,2,0,0.0,false
Barbus cyclolepis,ctmax,7,0,0.0,false
Brycinus affinis,ctmax,5,0,0.0,false
Brycinus lateralis,ctmax,3,0,0.0,false
Devario kakhienensis,ctmax,2,0,0.0,false
Devario maetaengensis,ctmax,2,0,0.0,false
Mastacembelus cunningtoni,ctmax,5,0,0.0,false
Pseudobarbus erubescens,ctmax,2,0,0.0,false
Silurus meridionalis,ctmax,1,1,1.0,true
Aspidoscelis sexlineatus,ctmax,1,0,0.0,false
Lasius alienus,ctmax,1,0,0.0,false
Tetramorium semilaeve,ctmax,1,0,0.0,false
Cataglyphis cursor,ctmax,1,0,0.0,false
Alburnus scoranza,ctmax,1,0,0.0,false
Alcolapia grahami,ctmax,2,0,0.0,false
Cirrhinus cirrhosus,ctmax,1,0,0.0,false
Diplotaxodon macrops,ctmax,4,0,0.0,false
Distichodus sexfasciatus,ctmax,5,0,0.0,false
Engraulicypris brevianalis,ctmax,4,0,0.0,false
Kuhlia mugil,ctmax,1,0,0.0,false
Lepidocephalichthys thermalis,ctmax,2,0,0.0,false
Microcharacidium eleotrioides,ctmax,3,0,0.0,false
Pronotogrammus multifasciatus,ctmax,2,0,0.0,false
Schizothorax macrophthalmus,ctmax,2,0,0.0,false
Syngnathus abaster,ctmax,1,0,0.0,false
Xiphophorus variatus,ctmax,5,0,0.0,false
Craterocephalus stercusmuscarum,ctmax,3,0,0.0,false
Apalone ferox,ctmax,1,1,1.0,true
Sphenomorphus incognitus,ctmax,1,0,0.0,false
Corophium volutator,ctmax,2,0,0.0,false
Echinogammarus berilloni,ctmax,1,0,0.0,false
Pogonichthys macrolepidotus,ctmax,1,0,0.0,false
Cyphomyrus discorhynchus,ctmax,4,0,0.0,false
Baccharis pilularis,ctmax,1,1,1.0,true
Uta stansburiana,ctmax,1,0,0.0,false
Camponotus chromaiodes,ctmax,2,0,0.0,false
Parazacco spilurus,ctmax,1,0,0.0,false
Reticulitermes flavipes,ctmax,1,0,0.0,false
Eleutherodactylus coqui,ctmax,1,1,1.0,true
Plecodus elaviae,ctmax,1,0,0.0,false
Plecodus multidentatus,ctmax,1,0,0.0,false
Plecodus paradoxus,ctmax,1,0,0.0,false
Crematogaster lineolata,ctmax,3,1,0.333333333333333,true
Serranochromis angusticeps,ctmax,1,1,1.0,true
Labrichthys unilineatus,ctmax,2,0,0.0,false
Limnodynastes salmini,ctmax,1,0,0.0,false
Plestiodon chinensis,ctmax,1,0,0.0,false
Paroster macrosturtensis,ctmax,2,0,0.0,false
Paroster mesosturtensis,ctmax,3,0,0.0,false
Dipsosaurus dorsalis,ctmax,1,0,0.0,false
Diplotaxodon greenwoodi,ctmax,1,0,0.0,false
Leptobotia elongata,ctmax,1,0,0.0,false
Sperata aor,ctmax,2,0,0.0,false
Cyprinella venusta,ctmax,1,0,0.0,false
Notropis boops,ctmax,1,0,0.0,false
Aeshna interrupta,ctmax,1,0,0.0,false
Camponotus novaeboracensis,ctmax,1,0,0.0,false
Takydromus septentrionalis,ctmax,1,0,0.0,false
Testudo hermanni,ctmax,1,0,0.0,false
Amblyceps mangois,ctmax,1,0,0.0,false
Chetia brevis,ctmax,1,0,0.0,false
Lythrurus ardens,ctmax,4,0,0.0,false
Cyprinella analostana,ctmax,3,0,0.0,false
Lythrurus umbratilis,ctmax,4,0,0.0,false
Mesogobius batrachocephalus,ctmax,2,0,0.0,false
Cottus confusus,ctmax,2,0,0.0,false
Perissodus eccentricus,ctmax,1,0,0.0,false
Plagiotremus azaleus,ctmax,3,0,0.0,false
Boulengerochromis microlepis,ctmax,1,0,0.0,false
Mastacembelus moorii,ctmax,1,0,0.0,false
Botia rostrata,ctmax,1,0,0.0,false
Ambastaia nigrolineata,ctmax,1,0,0.0,false
Clinostomus elongatus,ctmax,1,0,0.0,false
Macrhybopsis aestivalis,ctmax,1,0,0.0,false
Myaka myaka,ctmax,2,0,0.0,false
Nemacheilus triangularis,ctmax,1,0,0.0,false
Puntioplites falcifer,ctmax,2,0,0.0,false
Xenochromis hecqui,ctmax,1,0,0.0,false
Chaetodontoplus meredithi,ctmax,2,0,0.0,false
Percina notogramma,ctmax,1,0,0.0,false
Romanogobio ciscaucasicus,ctmax,1,0,0.0,false
Pseudobarbus quathlambae,ctmax,1,0,0.0,false
Pollimyrus castelnaui,ctmax,1,0,0.0,false
Bathybates fasciatus,ctmax,1,0,0.0,false
Bathybates ferox,ctmax,1,0,0.0,false
Bathybates graueri,ctmax,1,0,0.0,false
Bathybates hornii,ctmax,1,0,0.0,false
Bathybates leo,ctmax,1,0,0.0,false
Bathybates minor,ctmax,1,0,0.0,false
Bathybates vittatus,ctmax,1,0,0.0,false
Chaetodon austriacus,ctmax,1,0,0.0,false
Chaetodon melapterus,ctmax,1,0,0.0,false
Chaetodon meyeri,ctmax,1,0,0.0,false
Larabicus quadrilineatus,ctmax,1,0,0.0,false
Pirenella cingulata,ctmax,2,0,0.0,false
Pseudobarbus phlegethon,ctmax,2,0,0.0,false
Grammatotria lemairii,ctmax,2,0,0.0,false
Neolamprologus tetracanthus,ctmax,3,0,0.0,false
Aplocheilus blockii,ctmax,2,0,0.0,false
Corydoras ehrhardti,ctmax,1,0,0.0,false
Hippopotamyrus ansorgii,ctmax,1,0,0.0,false
Salmostoma bacaila,ctmax,2,0,0.0,false
Eutropiichthys vacha,ctmax,2,0,0.0,false
Gnathonemus petersii,ctmax,2,0,0.0,false
Horadandia atukorali,ctmax,1,0,0.0,false
Pseudobarbus calidus,ctmax,1,0,0.0,false
Hyperopisus bebe,ctmax,1,0,0.0,false
Hologymnosus annulatus,ctmax,1,0,0.0,false
Otopharynx brooksi,ctmax,1,0,0.0,false
Basiliscus vittatus,ctmax,1,0,0.0,false
Neolamprologus meeli,ctmax,1,1,1.0,true
Camponotus herculeanus,ctmax,1,0,0.0,false
Heterochromis multidens,ctmax,1,0,0.0,false
